,Make,Model,Year of manufacture,Colour,Condition,Mileage,Engine Size,Selling Condition,Bought Condition,Registered city,Price
2433,Toyota,Corolla,2012,Gray,Nigerian Used,185933,1800,Registered,Registered,Lagos,6032000.0
2434,Lexus,IS,2012,Black,Nigerian Used,167181,3000,Registered,Registered,LAGOS,5040000.0
2435,Volvo,XC90,2005,Silver,Nigerian Used,193704,2500,Registered,Registered,,2288000.0
2436,Ford,Edge,2007,Purple,Nigerian Used,171848,3500,Registered,Registered,,3120000.0
2437,Toyota,Corolla,2006,Black,Nigerian Used,222824,1800,Registered,Registered,LAGOS,2259600.0
2438,Toyota,Corolla,2005,Gray,Foreign Used,361650,1800,Imported,Registered,,2625000.0
2439,Toyota,Highlander,2005,Silver,Nigerian Used,206947,2400,Registered,Imported,Lagos,2572500.0
2440,Toyota,Corolla,2007,Black,Nigerian Used,164304,1800,Registered,Registered,Abuja,2021248.0
2441,Toyota,RAV4,2008,White,Nigerian Used,316713,3500,Registered,Imported,ENUGU,3900000.0
2442,Peugeot,407,2002,Gray,Nigerian Used,737005,2000,Registered,Registered,Lagos,1365000.0
2443,Honda,Pilot,2004,Gray,Nigerian Used,,3500,Registered,Registered,LAGOS,1680000.0
2444,Toyota,Highlander,2005,Blue,Nigerian Used,164170,3300,Registered,Registered,,2856000.0
2445,Toyota,Land Cruiser,2020,Black,Nigerian Used,17071,4800,Registered,Brand new,,59850000.0
2446,Toyota,Sienna,2006,Black,Nigerian Used,215698,3300,Registered,Registered,LAGOS,2940000.0
2447,Toyota,Highlander,2005,Gold,Nigerian Used,247985,3300,Registered,Registered,ABUJA,3150000.0
2448,Lexus,ES,2002,Silver,Nigerian Used,367227,3000,Registered,Registered,Lagos,2205000.0
2449,Toyota,Highlander,2010,Green,Nigerian Used,91753,3500,Registered,Imported,,6400000.0
2450,Acura,CSX,2006,Black,Nigerian Used,248106,2000,Registered,Imported,,2100000.0
2451,Lexus,RX 350,2010,Blue,Foreign Used,176245,3500,Imported,Imported,,11340000.0
2452,Toyota,RAV4,2006,Blue,Nigerian Used,209854,2400,Registered,Registered,,3456250.0
2453,Toyota,Highlander,2008,Green,Nigerian Used,92062,3500,Registered,Imported,Lagos,7280000.0
2454,Honda,Odyssey,2007,Red,Foreign Used,213087,3500,Imported,Imported,,3185000.0
2455,Honda,Pilot,2003,Blue,Nigerian Used,184613,3500,Registered,Imported,,2600000.0
2456,Toyota,Highlander,2022,Gray,Foreign Used,13164,3500,Imported,Imported,,30975000.0
2457,Toyota,Sienna,2002,Red,Nigerian Used,239544,3000,Registered,Registered,,1680000.0
2458,Dodge,RAM,2009,Black,Foreign Used,136845,5700,Imported,Imported,,13650000.0
2459,BMW,320i,2012,Gray,Nigerian Used,,2000,Registered,Registered,LAGOS,8400000.0
2460,Toyota,Corolla,2003,Silver,Nigerian Used,267913,1800,Registered,Imported,,1785000.0
2461,Mercedes-Benz,C250,2013,Red,Nigerian Used,184943,1800,Registered,Imported,,5720000.0
2462,Honda,Jazz,2009,Blue,Nigerian Used,137846,1500,Registered,Brand new,,3150000.0
2463,BMW,328i,2010,Blue,Nigerian Used,227077,3000,Registered,Imported,ABUJA,5040000.0
2464,Toyota,Tundra,2011,Gray,Foreign Used,498161,5700,Imported,Imported,,11550000.0
2465,Toyota,Camry,2003,Gold,Nigerian Used,507753,3000,Registered,Imported,Lagos,3640000.0
2466,Mazda,3,2004,Gray,Nigerian Used,247815,2300,Registered,Registered,LAGOS,1890000.0
2467,Toyota,Avalon,2005,Black,Nigerian Used,218867,3500,Registered,Registered,Lagos,2058000.0
2468,Lexus,GX,2008,Black,Nigerian Used,389098,4700,Registered,Imported,LAGOS,7904000.0
2469,Toyota,Sienna,2009,Gray,Foreign Used,39575,3500,Imported,Imported,,4998000.0
2470,Kia,Cerato,2010,Black,Nigerian Used,163149,1600,Registered,Registered,Abuja,2496000.0
2471,Toyota,Camry,2014,Black,Foreign Used,89208,2500,Imported,Imported,,6300000.0
2472,Suzuki,Jimny,2022,Gold,Brand New,0,,,,,21658000.0
2473,Toyota,Camry,2007,Black,Nigerian Used,120389,2400,Registered,Imported,ABUJA,2782500.0
2474,Volkswagen,Golf,2005,Silver,Foreign Used,123852,1600,Imported,Imported,,2887500.0
2475,Suzuki,Swift,2022,Blue,Brand New,0,,,,,13426000.0
2476,Suzuki,Vitara,2022,Silver,Brand New,0,,,,,20090000.0
2477,Honda,Accord,1999,Silver,Nigerian Used,221709,2300,Registered,Registered,Abuja,1040000.0
